gene,baseMean,log2FoldChange,Direction,Endogenous_Promoter,Exogenous_Promoter
Celrr,1070.485618,-0.517369932,DOWN,TRUE,TRUE
Celsr1,755.5687624,1.248395596,UP,TRUE,TRUE
Celsr2,1013.83882,0.833865039,UP,TRUE,FALSE
Celsr3,94.0353929,1.889013492,UP,FALSE,TRUE
Cemip,381.9544754,2.111253769,UP,FALSE,TRUE
Cenpa,2484.282123,-0.90002051,DOWN,TRUE,TRUE
Cenpc1,2420.893187,-0.56858121,DOWN,TRUE,TRUE
Cenpe,5907.376311,-0.655882678,DOWN,FALSE,TRUE
Cenpf,11578.44989,-0.523587859,DOWN,TRUE,TRUE
Cenph,452.8380735,-0.553649836,DOWN,TRUE,FALSE
Cenpm,1115.022997,-0.525224889,DOWN,TRUE,TRUE
Cenps,176.850238,-0.90744028,DOWN,FALSE,TRUE
Cenpw,564.0539916,-0.844403827,DOWN,FALSE,TRUE
Cep112,237.638658,-0.517778363,DOWN,TRUE,TRUE
Cep164,1049.274721,0.836169513,UP,TRUE,TRUE
Cep170b,502.9525721,2.691083364,UP,FALSE,TRUE
Cep44,437.6299133,-0.785249231,DOWN,TRUE,TRUE
Cep55,1778.921543,-1.068261208,DOWN,TRUE,TRUE
Cep57l1,596.4427523,-0.778157154,DOWN,TRUE,TRUE
Cep70,432.5778671,-1.289809368,DOWN,TRUE,TRUE
Cep72,486.9639794,-0.841696549,DOWN,TRUE,FALSE
Cep78,855.7811499,-0.709229455,DOWN,FALSE,TRUE
Cetn3,1586.211981,-1.12978949,DOWN,TRUE,TRUE
Cfap20,2049.07178,-0.622586084,DOWN,TRUE,TRUE
Cfap298,81.51422119,-1.055630508,DOWN,TRUE,TRUE
Cfap54,283.0255605,0.596877047,UP,TRUE,TRUE
Cfdp1,1978.465129,-0.719403997,DOWN,TRUE,TRUE
Cgnl1,175.9238444,-0.596980216,DOWN,TRUE,TRUE
Chchd1,1068.382366,-1.441420758,DOWN,TRUE,TRUE
Chchd2,3923.499779,-1.093461485,DOWN,TRUE,TRUE
Chchd3,3763.467672,-0.563326678,DOWN,TRUE,TRUE
Chd3,350.8439639,3.016900986,UP,TRUE,TRUE
Chek1,1496.432745,-0.589502837,DOWN,TRUE,TRUE
Cherp,1397.890206,1.06071313,UP,TRUE,FALSE
Chn1,819.6509118,-0.642499809,DOWN,TRUE,TRUE
Chn2,1494.529167,-1.131692675,DOWN,TRUE,TRUE
Chpf,1466.755882,0.582577541,UP,TRUE,TRUE
Chrac1,348.9934679,-1.001838676,DOWN,TRUE,TRUE
Chrna4,167.4376849,2.019810496,UP,TRUE,FALSE
Chst11,1362.239951,-0.722504471,DOWN,TRUE,TRUE
Chst2,9775.167805,0.858023361,UP,TRUE,TRUE
Chst3,199.1776768,-2.117824312,DOWN,TRUE,TRUE
Chsy3,289.9863517,0.644800818,UP,TRUE,TRUE
Ciao2b,665.5023133,-0.6423482,DOWN,FALSE,TRUE
Ciart,148.6951834,-1.051431884,DOWN,TRUE,TRUE
Cib2,107.0377963,-0.701161588,DOWN,TRUE,TRUE
Cic,2737.0807,1.229229867,UP,TRUE,TRUE
Cipc,1807.198539,0.621293132,UP,TRUE,TRUE
Cisd1,1245.438561,-0.7769127,DOWN,TRUE,TRUE
Cit,1969.291343,0.631374024,UP,TRUE,TRUE
Cited1,268.2980722,-0.623578754,DOWN,TRUE,TRUE
Ckb,98676.77686,0.725785358,UP,TRUE,TRUE
Cks2,1928.247985,-1.13869547,DOWN,TRUE,TRUE
Clcn2,259.3002359,1.071862129,UP,TRUE,TRUE
Clcn5,3050.822931,0.662048816,UP,TRUE,TRUE
Cldn34c1,254.7963538,-0.70600374,DOWN,TRUE,TRUE
Cldnd1,3957.172209,-0.692527705,DOWN,TRUE,TRUE
Clip1,1077.392309,0.614406254,UP,TRUE,TRUE
Clip3,1124.427582,1.628474108,UP,TRUE,TRUE
Clp1,244.6359362,-0.936131666,DOWN,TRUE,TRUE
Clptm1,6020.621259,0.84045463,UP,TRUE,TRUE
Clstn1,4317.423697,0.698267982,UP,TRUE,TRUE
Clu,164.4794029,2.095690658,UP,TRUE,TRUE
Cluh,4483.607926,1.157156684,UP,TRUE,TRUE
Clybl,569.7020817,-0.507393051,DOWN,TRUE,TRUE
Cmas,1166.701811,-0.807072495,DOWN,TRUE,TRUE
Cmc2,592.8920809,-0.891564796,DOWN,TRUE,TRUE
Cmpk2,1189.807358,3.700652823,UP,TRUE,TRUE
Cmtr2,503.726918,-0.827645136,DOWN,TRUE,TRUE
Cmya5,161.0365777,1.869815582,UP,TRUE,TRUE
Cnbp,16141.33398,-0.754822479,DOWN,TRUE,TRUE
Cnnm3,1635.912394,1.507605143,UP,TRUE,TRUE
Cnot3,1233.00041,0.516620295,UP,TRUE,TRUE
Cnp,1118.875822,-0.946555699,DOWN,FALSE,TRUE
Cnpy2,1828.331203,-0.506304119,DOWN,TRUE,TRUE
Cnr1,1078.328775,1.458017572,UP,TRUE,TRUE
Cntn1,1939.683644,-1.526106524,DOWN,FALSE,TRUE
Cntn3,640.8837211,0.615240542,UP,TRUE,TRUE
Coa3,901.0389297,-0.873347584,DOWN,TRUE,TRUE
Coa4,141.7115033,-0.738637162,DOWN,TRUE,TRUE
Coa6,163.073231,-0.660584294,DOWN,TRUE,TRUE
Cobll1,1254.916816,1.077870518,UP,TRUE,TRUE
Cog5,749.9475429,-0.817355597,DOWN,FALSE,TRUE
Cog6,919.2462397,-0.646463629,DOWN,TRUE,TRUE
Coil,369.8259628,-0.760601815,DOWN,TRUE,TRUE
Col11a1,184.0736262,0.599816732,UP,TRUE,TRUE
Col16a1,304.7341757,-0.606032472,DOWN,TRUE,TRUE
Col18a1,174.50308,0.710864244,UP,FALSE,TRUE
Col27a1,77.935822,2.026594529,UP,FALSE,TRUE
Col28a1,3530.593314,0.619885602,UP,FALSE,TRUE
Col4a2,107.9265444,-0.618836142,DOWN,TRUE,TRUE
Col4a6,94.18551843,1.359792529,UP,FALSE,TRUE
Col5a1,278.6158935,2.333655454,UP,FALSE,TRUE
Col9a1,88.45904663,-3.20474921,DOWN,TRUE,TRUE
Col9a3,870.0445624,1.663005126,UP,TRUE,TRUE
Colgalt2,1087.78223,-0.58761984,DOWN,FALSE,TRUE
Commd1,270.549966,-0.672834343,DOWN,TRUE,TRUE
Commd10,1131.521728,-0.748554611,DOWN,TRUE,TRUE
Commd2,900.7466832,-0.821254069,DOWN,TRUE,TRUE
Commd6,886.8959015,-0.655503465,DOWN,TRUE,TRUE
Comt,1323.680137,0.78434923,UP,TRUE,TRUE
Copb2,6294.311242,-0.508486493,DOWN,TRUE,TRUE
Copg2,2228.804306,-0.534438579,DOWN,TRUE,TRUE
Coprs,351.2338623,-0.57574742,DOWN,FALSE,TRUE
Cops2,7133.330822,-0.569820156,DOWN,TRUE,TRUE
Cops4,3929.19902,-0.623804421,DOWN,TRUE,TRUE
Cops6,2307.279324,-0.501806158,DOWN,TRUE,FALSE
Cops9,992.7076296,-0.540035993,DOWN,FALSE,TRUE
Coq3,417.5425498,-1.198392619,DOWN,TRUE,TRUE
Coq7,652.6202378,-0.761305846,DOWN,TRUE,TRUE
Coq8a,60.27584493,0.719153161,UP,TRUE,TRUE
Coro7,417.4718258,0.642744644,UP,TRUE,TRUE
Cox19,722.3307356,-0.520356161,DOWN,TRUE,TRUE
Cox4i1,5046.860287,-0.502744934,DOWN,TRUE,FALSE
Cox6b2,414.3934583,1.146387842,UP,TRUE,TRUE
Cox7a2,2403.632045,-1.126340161,DOWN,TRUE,TRUE
Cox7a2l,4618.558617,-0.823163492,DOWN,TRUE,TRUE
Cox7c,11356.26217,-0.685014372,DOWN,FALSE,TRUE
Cp,2964.365046,1.605986359,UP,TRUE,TRUE
Cpe,20083.61537,0.965164423,UP,TRUE,TRUE
Cpeb2,1328.523815,1.094684193,UP,TRUE,TRUE
Cpeb3,292.7945727,0.671640297,UP,TRUE,TRUE
Cpeb4,4722.660055,0.843823951,UP,TRUE,TRUE
Cplane1,1411.230701,0.522467277,UP,TRUE,TRUE
Cplx2,4474.249067,0.788315847,UP,TRUE,TRUE
Cpm,88.69806261,0.978011595,UP,FALSE,TRUE
Cpne2,1118.83104,0.593203017,UP,TRUE,TRUE
Cpne8,4748.633917,-0.785040801,DOWN,FALSE,TRUE
Cpped1,2842.125993,0.824004407,UP,TRUE,TRUE
Cpt1a,4009.548172,0.603149,UP,TRUE,TRUE
Cpt1c,1284.379309,1.480186144,UP,TRUE,TRUE
Cpxm1,383.814869,1.108116118,UP,FALSE,TRUE
Creb3l1,141.8746152,3.033732373,UP,FALSE,TRUE
Creb5,2140.924082,-1.177304305,DOWN,TRUE,TRUE
Crebbp,5839.543363,0.943165424,UP,TRUE,TRUE
Crebl2,113.2987041,0.904859525,UP,TRUE,TRUE
Crim1,1967.825816,1.166332849,UP,TRUE,TRUE
Crip2,5843.314395,1.179315412,UP,TRUE,TRUE
Crispld2,133.0012658,0.608689688,UP,TRUE,TRUE
Crlf3,674.1130785,-0.609221226,DOWN,TRUE,TRUE
Crocc,181.8746976,0.622600987,UP,TRUE,TRUE
Crot,3029.869421,-0.874282158,DOWN,TRUE,TRUE
Crtc1,738.5591014,0.911338803,UP,TRUE,TRUE
Crtc2,419.308815,0.549060626,UP,TRUE,TRUE
Cryab,944.3822546,1.777560903,UP,TRUE,TRUE
Cryba1,86.03368587,0.94481784,UP,FALSE,TRUE
Cryz,636.4670959,-0.630045139,DOWN,TRUE,TRUE
Cryzl1,636.8560791,-0.564791725,DOWN,TRUE,TRUE
Csdc2,252.3201032,1.465968422,UP,TRUE,TRUE
Csde1,23788.29412,-0.517213796,DOWN,TRUE,TRUE
Cse1l,9829.797063,-0.532551552,DOWN,TRUE,TRUE
Csf1,1801.384007,2.592922183,UP,TRUE,TRUE
Csgalnact1,466.5794112,-0.556672445,DOWN,TRUE,TRUE
Csmd2,172.4707529,0.507543652,UP,TRUE,TRUE
Csrnp1,114.6790871,1.605330094,UP,TRUE,TRUE
Csrnp3,539.6206753,-1.15402904,DOWN,TRUE,TRUE
Csrp1,1473.040507,-0.658946366,DOWN,TRUE,FALSE
Csrp2,199.3029362,-1.098396981,DOWN,TRUE,TRUE
Ctbs,221.720773,-0.714388115,DOWN,TRUE,TRUE
Ctc1,1524.488989,0.701159839,UP,TRUE,TRUE
Ctdsp2,3529.871885,0.664348883,UP,TRUE,TRUE
Ctnnal1,1435.295218,0.781248892,UP,TRUE,TRUE
Ctnnbip1,879.3356476,-0.744648052,DOWN,TRUE,TRUE
Ctnnd2,7443.607394,0.51832,UP,TRUE,TRUE
Ctsa,2336.389472,0.636701538,UP,TRUE,TRUE
Ctsc,4999.359417,-0.87980577,DOWN,FALSE,TRUE
Ctsd,8213.219569,1.002727718,UP,FALSE,TRUE
Ctsf,665.8514396,1.533773577,UP,TRUE,FALSE
Ctsh,66.81289237,-0.844595133,DOWN,FALSE,TRUE
Ctxn1,923.7366274,1.135323095,UP,TRUE,TRUE
Cul9,539.5897268,0.820597128,UP,FALSE,TRUE
Cutc,157.4130769,-0.941385677,DOWN,FALSE,TRUE
Cux1,4536.328902,0.648803241,UP,TRUE,TRUE
Cux2,98.51382038,1.198769707,UP,TRUE,FALSE
Cwc27,507.3370216,-0.624712148,DOWN,TRUE,TRUE
Cwf19l2,1224.196696,-0.504809321,DOWN,TRUE,TRUE
Cx3cl1,1545.399968,3.081477945,UP,TRUE,FALSE
Cxcr4,1124.252635,1.89547693,UP,TRUE,TRUE
Cxxc4,91.54060763,1.581176646,UP,TRUE,TRUE
Cyb5a,823.2318034,-0.809320615,DOWN,TRUE,TRUE
Cyb5rl,217.9070443,0.864297113,UP,TRUE,TRUE
Cybrd1,1542.019561,1.362466413,UP,TRUE,TRUE
Cycs,1983.877674,-0.607144212,DOWN,TRUE,TRUE
Cyp1b1,85.79743058,1.182708121,UP,TRUE,FALSE
Cyp46a1,59.86492501,0.948102,UP,TRUE,TRUE
Cyp4f14,214.0824319,4.731844712,UP,FALSE,TRUE
Cyp4f16,560.7702541,0.565365069,UP,FALSE,TRUE
Cyp4f17,246.0965212,1.500965195,UP,TRUE,TRUE
Cyp4v3,61.09908554,1.661681021,UP,TRUE,FALSE
Cyp51,15040.61235,-0.756035711,DOWN,TRUE,TRUE
Cystm1,370.2797338,-0.75550064,DOWN,TRUE,TRUE
Czib,1969.576635,-0.572819024,DOWN,TRUE,TRUE
D16Ertd472e,798.2546966,-1.168449556,DOWN,TRUE,TRUE
Daam1,4999.54966,0.845979642,UP,TRUE,TRUE
Dab1,1912.311778,-0.981183268,DOWN,TRUE,TRUE
Dab2,149.2007204,1.717130789,UP,TRUE,TRUE
Dab2ip,3000.980007,0.536015233,UP,TRUE,TRUE
Dag1,13010.9136,1.321508895,UP,TRUE,FALSE
Dagla,184.0416161,1.242797099,UP,TRUE,FALSE
Dancr,242.1721194,-0.631005805,DOWN,TRUE,TRUE
Dap,339.8468812,-0.859590457,DOWN,TRUE,TRUE
Dapk1,1113.869021,1.080504604,UP,TRUE,TRUE
Dars2,1009.253379,-0.65951438,DOWN,TRUE,TRUE
Dbf4,3119.57438,-0.880287804,DOWN,TRUE,TRUE
Dbi,14694.15455,-0.50430804,DOWN,TRUE,TRUE
Dbndd2,259.4056704,0.935372101,UP,TRUE,TRUE
Dbp,193.5453088,0.622923609,UP,TRUE,TRUE
Dbt,1093.754818,-0.587303061,DOWN,TRUE,TRUE
Dbx2,1264.497395,-1.013418186,DOWN,TRUE,FALSE
Dcaf13,1823.432476,-0.653203886,DOWN,TRUE,TRUE
Dcaf5,1358.46499,0.687549393,UP,TRUE,TRUE
Dcc,351.2334617,1.640805249,UP,FALSE,TRUE
Dclk1,8092.520709,-0.978291285,DOWN,TRUE,TRUE
Dclre1c,628.4524815,-0.570325849,DOWN,TRUE,TRUE
Dcps,1099.217795,-0.718749448,DOWN,TRUE,TRUE
Dctd,686.5531082,-0.554703623,DOWN,TRUE,TRUE
Dctn1,2658.144982,0.987881296,UP,FALSE,TRUE
Dctn3,750.1660762,-0.700796168,DOWN,TRUE,TRUE
Dctpp1,1305.148082,-1.091533754,DOWN,TRUE,TRUE
Dcun1d1,3077.820737,-0.619182702,DOWN,TRUE,TRUE
Dcxr,878.2809841,1.613071672,UP,FALSE,TRUE
Ddah2,1714.14889,-0.752128418,DOWN,TRUE,TRUE
Ddb2,87.35958307,0.585635183,UP,TRUE,TRUE
Ddit4l,1723.110411,1.933270354,UP,FALSE,TRUE
Ddr1,5969.510395,1.739395984,UP,TRUE,TRUE
Ddx24,2799.307916,0.6680083,UP,TRUE,TRUE
Ddx41,1444.153884,-0.679923982,DOWN,TRUE,TRUE
Ddx47,1975.298488,-0.640896842,DOWN,TRUE,FALSE
Dek,5929.016877,-0.506437262,DOWN,TRUE,TRUE
Dennd1a,1350.026596,1.109092256,UP,TRUE,TRUE
Dennd4b,416.8264918,0.552621427,UP,TRUE,FALSE
Denr,1030.492344,-0.542154083,DOWN,TRUE,TRUE
Depdc1a,3034.939055,-0.765402929,DOWN,TRUE,TRUE
Depdc1b,892.6062057,-0.863341075,DOWN,TRUE,TRUE
Depdc7,222.6563497,-1.250055267,DOWN,TRUE,FALSE
Dgcr6,529.6437505,-0.612768177,DOWN,TRUE,TRUE
Dgki,871.0081518,0.788724558,UP,FALSE,TRUE
Dhps,646.2367431,-0.746709003,DOWN,FALSE,TRUE
Diaph2,1793.403728,0.91081822,UP,FALSE,TRUE
Dimt1,766.2393859,-0.644478167,DOWN,TRUE,TRUE
Dipk1c,57.19729878,-1.543267905,DOWN,TRUE,TRUE
Disp2,161.7642992,2.174027446,UP,FALSE,TRUE
Disp3,234.223723,5.284872189,UP,TRUE,TRUE
Dkc1,2848.283688,-0.631061594,DOWN,TRUE,TRUE
Dld,3899.453797,-0.596927195,DOWN,TRUE,TRUE
Dleu2,2363.729271,-0.633459628,DOWN,TRUE,TRUE
Dlg1,2515.403483,0.524339313,UP,TRUE,TRUE
Dlg4,3022.979755,0.773885694,UP,TRUE,TRUE
Dlgap3,456.6280325,1.095007638,UP,FALSE,TRUE
Dlgap4,1469.132595,1.020496351,UP,TRUE,TRUE
Dlgap5,2728.605896,-0.876522038,DOWN,TRUE,TRUE
Dmd,9294.759081,0.856810279,UP,FALSE,TRUE
Dmrtb1,303.7415578,2.882648479,UP,TRUE,TRUE
Dmwd,2161.862777,0.575952033,UP,TRUE,TRUE
Dna2,898.7456866,-0.666191043,DOWN,TRUE,FALSE
Dnaja1,5812.390594,-0.520333822,DOWN,TRUE,TRUE
Dnajb5,1216.483444,0.622364039,UP,TRUE,TRUE
Dnajc10,5235.317911,-0.711796972,DOWN,TRUE,TRUE
Dnajc12,57.6894732,-0.822024044,DOWN,TRUE,TRUE
Dnajc16,1115.89001,0.667666435,UP,TRUE,TRUE
Dnajc21,360.5484984,-0.891310987,DOWN,TRUE,TRUE
Dner,2067.688546,2.561190011,UP,FALSE,TRUE
Dnhd1,228.282717,0.588022052,UP,FALSE,TRUE
Dnm2,2252.713441,0.601893391,UP,TRUE,TRUE
Dnm3,355.5941463,1.67365029,UP,TRUE,TRUE
Dnmt3a,4342.043447,1.062641985,UP,TRUE,TRUE
Dnph1,574.986827,-0.582562839,DOWN,TRUE,FALSE
Dnttip2,1941.431786,-0.570402498,DOWN,TRUE,TRUE
Dock4,1835.685714,1.004183703,UP,TRUE,TRUE
Dock5,220.4782084,1.64997539,UP,TRUE,FALSE
Dock6,1098.051414,1.417898637,UP,TRUE,TRUE
Dok5,103.2770275,0.50590407,UP,TRUE,FALSE
Dok6,5138.486938,0.856130141,UP,TRUE,TRUE
Dok7,534.3057202,-1.568126211,DOWN,TRUE,FALSE
Dop1b,537.339718,0.792497718,UP,TRUE,TRUE
Dpf1,873.346819,0.610820203,UP,TRUE,TRUE
Dpp7,303.4228269,0.72851049,UP,TRUE,FALSE
Dpp8,8270.032502,0.736632929,UP,TRUE,FALSE
Dpp9,1233.513893,0.519313119,UP,TRUE,TRUE
Dpy19l3,1909.175202,1.277859951,UP,TRUE,TRUE
Dpy30,837.2894109,-0.935024651,DOWN,FALSE,TRUE
Dscc1,236.4179299,-0.537690553,DOWN,FALSE,TRUE
Dse,413.9798164,0.600054986,UP,FALSE,TRUE
Dst,10318.09246,0.640715607,UP,TRUE,TRUE
Dtna,5681.300968,0.806001109,UP,FALSE,TRUE
Dtwd1,361.4158419,-0.571840561,DOWN,FALSE,TRUE
Dtx4,4739.312937,1.924863411,UP,TRUE,TRUE
Dtymk,3049.823582,-0.700862511,DOWN,TRUE,FALSE
Dus2,247.7140712,-0.693377088,DOWN,TRUE,TRUE
Dusp10,438.4529837,-1.225177031,DOWN,TRUE,TRUE
Dusp12,156.7883618,-0.860819463,DOWN,TRUE,TRUE
Dusp14,66.28536994,0.98556605,UP,FALSE,TRUE
Dusp19,290.2448663,-0.545504007,DOWN,TRUE,TRUE
Dusp22,412.2841091,-0.824260428,DOWN,TRUE,TRUE
Dusp3,1764.771002,0.718551861,UP,TRUE,TRUE
Dusp4,2207.34164,0.835758774,UP,TRUE,TRUE
Dusp8,97.46655031,1.101983281,UP,FALSE,TRUE
Dut,955.1154658,-0.645395951,DOWN,TRUE,TRUE
Dvl3,2567.954754,1.477359474,UP,TRUE,TRUE
Dync1h1,14781.54224,1.504051671,UP,TRUE,FALSE
Dync1i1,62.83037702,-2.61265839,DOWN,TRUE,TRUE
Dynll2,2184.762399,0.809853038,UP,TRUE,TRUE
Dyrk1b,414.5479707,1.033764414,UP,TRUE,TRUE
Dyrk3,391.458001,0.672860515,UP,FALSE,TRUE
Dzip1,1498.734941,1.176095238,UP,TRUE,TRUE
Dzip1l,400.8090041,0.831014597,UP,TRUE,TRUE
E2f1,1053.230592,0.575268061,UP,TRUE,TRUE
E2f5,1124.279369,-0.547966541,DOWN,TRUE,TRUE
Ebp,779.9145552,-0.89600778,DOWN,TRUE,TRUE
Ebpl,367.8944932,-0.89981901,DOWN,TRUE,TRUE
Ece1,735.8109107,0.704528129,UP,TRUE,TRUE
Ech1,1223.983108,-0.584023716,DOWN,TRUE,TRUE
Echdc1,264.9522937,-0.684882322,DOWN,TRUE,TRUE
Eci1,1122.01356,-0.938867671,DOWN,TRUE,TRUE
Eci2,2405.702804,-0.648386421,DOWN,TRUE,TRUE
Ecsit,419.5609463,-0.592699145,DOWN,TRUE,TRUE
Ect2,5228.53319,-0.5575228,DOWN,TRUE,TRUE
Eda,768.122457,1.589172777,UP,TRUE,TRUE
Eda2r,5138.746969,0.878039446,UP,TRUE,TRUE
Edc4,1795.79893,0.56150251,UP,FALSE,TRUE
Ednra,249.1143411,0.711753824,UP,TRUE,TRUE
Eef1a1,210055.0551,-0.863947173,DOWN,TRUE,TRUE
Eef1d,3005.192685,-0.505202598,DOWN,TRUE,FALSE
Eepd1,135.009323,-0.557910668,DOWN,TRUE,TRUE
Efcab11,212.2068302,-0.572281733,DOWN,TRUE,FALSE
Efcab7,283.7679659,-0.66109589,DOWN,FALSE,TRUE
Efhd2,674.5513663,0.789336681,UP,TRUE,TRUE
Efna1,74.68504576,-2.159484793,DOWN,FALSE,TRUE
Efnb1,358.6348337,0.863470929,UP,TRUE,FALSE
Efnb2,740.6041625,0.961776686,UP,TRUE,TRUE
Efr3b,108.606105,0.899878671,UP,TRUE,TRUE
Egfr,21586.55243,0.974926468,UP,TRUE,TRUE
Egln3,211.7464396,-2.526449389,DOWN,TRUE,TRUE
Egr2,160.3323859,-0.627124703,DOWN,TRUE,TRUE
Egr3,133.1672432,0.663953602,UP,TRUE,TRUE
Ehbp1,2121.604301,0.589966748,UP,TRUE,TRUE
Ehd2,1374.071261,1.151998164,UP,TRUE,FALSE
Ehd3,389.5884174,0.626094608,UP,TRUE,TRUE
Ehd4,1775.104763,0.831215085,UP,TRUE,TRUE
Ei24,6726.070551,0.930716429,UP,TRUE,FALSE
Eif1a,3213.305621,-0.721708678,DOWN,TRUE,FALSE
Eif1ax,7097.226638,-0.682353393,DOWN,TRUE,TRUE
Eif2a,2844.564776,-0.668893499,DOWN,TRUE,TRUE
Eif2ak2,2805.287648,1.344110848,UP,TRUE,TRUE
Eif2b3,663.881585,-0.648164127,DOWN,TRUE,TRUE
Eif2s1,5662.142968,-0.582249169,DOWN,TRUE,TRUE
Eif2s2,5823.203449,-0.698185895,DOWN,TRUE,TRUE
Eif3h,5295.658425,-0.683496155,DOWN,TRUE,TRUE
Eif3m,4150.287215,-0.996241754,DOWN,FALSE,TRUE
Eif4a1,37461.80796,-0.749969917,DOWN,TRUE,TRUE
Eif4e,8435.466004,-0.558787019,DOWN,TRUE,TRUE
Eif4ebp1,932.1355979,-0.843943888,DOWN,TRUE,TRUE
Eif4ebp2,5770.875948,0.607808419,UP,TRUE,TRUE
Eif4g1,17987.69042,0.622550422,UP,TRUE,TRUE
Eif4g3,4454.870981,0.780293643,UP,TRUE,TRUE
Eif5a2,1829.193536,-0.603885773,DOWN,TRUE,FALSE
Elfn1,251.0672762,0.637891128,UP,FALSE,TRUE
Ell,513.2632676,0.57609541,UP,TRUE,TRUE
Elmo1,1193.181181,0.902880537,UP,TRUE,TRUE
Elmo2,2472.16592,0.74807982,UP,TRUE,TRUE
Elmod2,1347.918156,-0.505056577,DOWN,TRUE,FALSE
Eln,163.8114289,1.28813657,UP,TRUE,TRUE
Elovl2,998.2425118,-0.548183532,DOWN,TRUE,FALSE
Emc6,1283.638769,-0.586935096,DOWN,TRUE,TRUE
En2,861.6629966,0.528735139,UP,TRUE,TRUE
Enc1,2298.151735,0.569668043,UP,TRUE,TRUE
Endod1,948.7641437,0.983987464,UP,FALSE,TRUE
Eno2,143.8223521,-0.868178295,DOWN,TRUE,FALSE
Enox1,61.45858503,1.045265364,UP,TRUE,FALSE
Enox2,1870.501938,0.731261971,UP,TRUE,TRUE
Enpp1,80.32340164,-2.319468368,DOWN,TRUE,FALSE
Entpd1,316.6913277,-1.675049828,DOWN,TRUE,TRUE
Eogt,174.3139082,-0.64243676,DOWN,FALSE,TRUE
Ep300,3900.374533,0.718717696,UP,TRUE,TRUE
Epas1,713.7119238,0.758212734,UP,TRUE,TRUE
Epb41l4a,922.2542098,1.341571237,UP,TRUE,TRUE
Epb41l4aos,260.2805251,-1.117831427,DOWN,TRUE,TRUE
Epha5,2658.103605,0.516071988,UP,TRUE,TRUE
Ephb3,1233.918674,0.89366684,UP,TRUE,TRUE
Ephx1,9668.374066,0.948968444,UP,TRUE,TRUE
Epm2a,233.3558459,-0.742618964,DOWN,TRUE,FALSE
Eps15l1,1886.006412,0.641082118,UP,TRUE,TRUE
Eps8,709.6258177,-0.506397224,DOWN,TRUE,FALSE
Erbb2,394.1744263,1.259589452,UP,FALSE,TRUE
Erc1,1014.434554,0.608022373,UP,TRUE,TRUE
Erc2,220.212601,0.955139548,UP,TRUE,FALSE
Ercc8,625.6516754,-0.684645841,DOWN,TRUE,TRUE
Ergic2,2294.793683,-0.577319011,DOWN,TRUE,TRUE
Erh,4724.461004,-0.627770853,DOWN,TRUE,TRUE
Eri1,4292.682979,-0.664812111,DOWN,FALSE,TRUE
Erich2,138.5330724,0.612817476,UP,TRUE,FALSE
Erich3,907.3369869,0.713785326,UP,FALSE,TRUE
Erlin1,1181.197972,-0.535599042,DOWN,TRUE,FALSE
Esd,2383.762759,-0.586729627,DOWN,TRUE,TRUE
Espn,98.51680398,2.0513503,UP,TRUE,TRUE
Esyt1,179.8055132,0.73806806,UP,TRUE,TRUE
Etv4,1938.968235,0.557972133,UP,TRUE,TRUE
Etv5,18724.44632,0.734346043,UP,TRUE,TRUE
Exo5,357.1898675,-0.719168734,DOWN,TRUE,TRUE
Exoc4,9440.510388,0.689316347,UP,TRUE,TRUE
Exoc6,565.8525269,-1.057056107,DOWN,FALSE,TRUE
Exoc6b,1953.975686,0.53546537,UP,FALSE,TRUE
Exosc1,1520.270291,-0.60399609,DOWN,TRUE,TRUE
Exosc7,550.6299444,-0.830779479,DOWN,TRUE,FALSE
Ext1,2800.702422,0.547204618,UP,TRUE,TRUE
F3,254.0394511,-1.274500996,DOWN,TRUE,TRUE
Fabp5,5108.575078,-1.137670699,DOWN,TRUE,TRUE
Fam107b,1023.61042,-0.826802465,DOWN,FALSE,TRUE
Fam110a,1021.961013,0.730687244,UP,TRUE,TRUE
Fam117a,90.77485601,0.866739652,UP,TRUE,TRUE
Fam120c,2888.531854,1.119563781,UP,FALSE,TRUE
Fam124a,732.2238725,1.150504273,UP,TRUE,TRUE
Fam131a,669.7718594,0.795657951,UP,TRUE,TRUE
Fam136a,1521.616751,-0.937885477,DOWN,TRUE,TRUE
Fam13b,1406.382189,1.228035711,UP,TRUE,FALSE
Fam13c,2244.346867,0.571714847,UP,TRUE,TRUE
Fam149a,886.2031382,-0.633351223,DOWN,TRUE,TRUE
Fam161b,165.2086951,0.561187783,UP,TRUE,TRUE
Fam168a,3800.822107,0.851998076,UP,TRUE,TRUE
Fam181a,202.4672292,1.352337645,UP,TRUE,TRUE
Fam184a,403.1264379,0.853409403,UP,TRUE,TRUE
Fam193a,2400.819458,0.944760235,UP,TRUE,TRUE
Fam20c,393.8057427,0.729054935,UP,TRUE,TRUE
Fam210b,362.204184,-0.586955832,DOWN,TRUE,TRUE
Fam222a,89.49778853,0.696801126,UP,TRUE,TRUE
Fam222b,1278.953555,0.809680373,UP,TRUE,TRUE
Fam227a,73.06896741,1.135563756,UP,FALSE,TRUE
Fam227b,111.1317829,0.965992078,UP,TRUE,FALSE
Fam234a,774.6909715,0.791362721,UP,TRUE,TRUE
Fam241a,156.2805788,-0.641698743,DOWN,FALSE,TRUE
Fam3c,1586.154725,-0.642192616,DOWN,FALSE,TRUE
Fam43a,265.2731635,1.792646302,UP,TRUE,TRUE
