gene,baseMean,log2FoldChange,Direction,Endogenous_Promoter,Exogenous_Promoter
Cep78,855.7811499,-0.709229455,DOWN,FALSE,TRUE
Ciao2b,665.5023133,-0.6423482,DOWN,FALSE,TRUE
Cnp,1118.875822,-0.946555699,DOWN,FALSE,TRUE
Cntn1,1939.683644,-1.526106524,DOWN,FALSE,TRUE
Cog5,749.9475429,-0.817355597,DOWN,FALSE,TRUE
Colgalt2,1087.78223,-0.58761984,DOWN,FALSE,TRUE
Coprs,351.2338623,-0.57574742,DOWN,FALSE,TRUE
Cops9,992.7076296,-0.540035993,DOWN,FALSE,TRUE
Cox7c,11356.26217,-0.685014372,DOWN,FALSE,TRUE
Cpne8,4748.633917,-0.785040801,DOWN,FALSE,TRUE
Ctsc,4999.359417,-0.87980577,DOWN,FALSE,TRUE
Ctsh,66.81289237,-0.844595133,DOWN,FALSE,TRUE
Cutc,157.4130769,-0.941385677,DOWN,FALSE,TRUE
Dhps,646.2367431,-0.746709003,DOWN,FALSE,TRUE
Dpy30,837.2894109,-0.935024651,DOWN,FALSE,TRUE
Dscc1,236.4179299,-0.537690553,DOWN,FALSE,TRUE
Dtwd1,361.4158419,-0.571840561,DOWN,FALSE,TRUE
Efcab7,283.7679659,-0.66109589,DOWN,FALSE,TRUE
Efna1,74.68504576,-2.159484793,DOWN,FALSE,TRUE
Eif3m,4150.287215,-0.996241754,DOWN,FALSE,TRUE
Eogt,174.3139082,-0.64243676,DOWN,FALSE,TRUE
Eri1,4292.682979,-0.664812111,DOWN,FALSE,TRUE
Exoc6,565.8525269,-1.057056107,DOWN,FALSE,TRUE
Fam107b,1023.61042,-0.826802465,DOWN,FALSE,TRUE
Fam241a,156.2805788,-0.641698743,DOWN,FALSE,TRUE
Fam3c,1586.154725,-0.642192616,DOWN,FALSE,TRUE
Fancb,591.3040048,-1.027951456,DOWN,FALSE,TRUE
Fibp,866.6781755,-0.821701183,DOWN,FALSE,TRUE
Fkbp4,5540.605599,-0.7258875,DOWN,FALSE,TRUE
Fnbp1l,4505.242938,-0.666481366,DOWN,FALSE,TRUE
Frg1,650.9479673,-0.517700215,DOWN,FALSE,TRUE
Frzb,105.8936604,-0.77656698,DOWN,FALSE,TRUE
Fyttd1,4348.974765,-0.579343462,DOWN,FALSE,TRUE
Gapdh,36577.79082,-0.512125194,DOWN,FALSE,TRUE
Gas2l3,3580.868283,-0.55546856,DOWN,FALSE,TRUE
Gcnt4,1661.932729,-0.704995895,DOWN,FALSE,TRUE
Glrx,859.0153321,-0.763527527,DOWN,FALSE,TRUE
Gnb4,702.95594,-0.936380166,DOWN,FALSE,TRUE
Gng11,437.796786,-1.327649788,DOWN,FALSE,TRUE
Gnpat,2293.198199,-0.558632029,DOWN,FALSE,TRUE
Gtf2f2,1180.054028,-1.126921671,DOWN,FALSE,TRUE
Guf1,1436.377205,-0.67204673,DOWN,FALSE,TRUE
Hinfp,1017.741965,-0.515432751,DOWN,FALSE,TRUE
Hmmr,4879.159143,-0.833258468,DOWN,FALSE,TRUE
Hoxa5,447.0109078,-1.550273844,DOWN,FALSE,TRUE
Ipo11,4011.286608,-0.72915613,DOWN,FALSE,TRUE
Itpa,1126.447267,-0.660459351,DOWN,FALSE,TRUE
Kcnmb4os2,74.65658903,-0.866587545,DOWN,FALSE,TRUE
Kif18a,4206.485638,-0.911860591,DOWN,FALSE,TRUE
Lactb2,1752.090822,-0.655372976,DOWN,FALSE,TRUE
Lgalsl,2723.264452,-1.218251335,DOWN,FALSE,TRUE
Lhfpl3,773.9138699,-0.562902616,DOWN,FALSE,TRUE
Limd2,661.0241445,-0.506976832,DOWN,FALSE,TRUE
Lin7c,9526.353106,-0.620534544,DOWN,FALSE,TRUE
Lmcd1,124.3978978,-0.701490308,DOWN,FALSE,TRUE
Lmo7,191.8466736,-0.531540428,DOWN,FALSE,TRUE
Lyar,567.7885517,-0.944536864,DOWN,FALSE,TRUE
Map3k5,342.3568566,-0.906964497,DOWN,FALSE,TRUE
Map7d2,552.8930279,-0.539436161,DOWN,FALSE,TRUE
Med30,699.6417576,-0.753449628,DOWN,FALSE,TRUE
Med4,927.2243682,-0.708930801,DOWN,FALSE,TRUE
Mif,4017.541667,-1.045350015,DOWN,FALSE,TRUE
Mrpl34,1633.520932,-0.509828677,DOWN,FALSE,TRUE
Mrpl35,1057.104814,-0.738381058,DOWN,FALSE,TRUE
Mrpl58,1656.593201,-0.709827557,DOWN,FALSE,TRUE
Mtmr2,6008.840265,-0.560246512,DOWN,FALSE,TRUE
Mtrf1,216.7811938,-0.788071212,DOWN,FALSE,TRUE
Mtus1,1120.282105,-1.162587269,DOWN,FALSE,TRUE
Mtx1,389.7160733,-0.586696354,DOWN,FALSE,TRUE
Napg,1112.058403,-0.543147697,DOWN,FALSE,TRUE
Ncam2,2737.015346,-0.736085281,DOWN,FALSE,TRUE
Ndfip2,1881.919046,-0.579831108,DOWN,FALSE,TRUE
Ndufaf3,513.7911364,-0.839001255,DOWN,FALSE,TRUE
Nemp2,423.6483186,-0.788262384,DOWN,FALSE,TRUE
Nme4,313.2761156,-1.344108234,DOWN,FALSE,TRUE
Nmi,91.32017624,-0.587091516,DOWN,FALSE,TRUE
Npnt,403.397309,-1.636742247,DOWN,FALSE,TRUE
Nt5c,1052.583096,-0.700624283,DOWN,FALSE,TRUE
Nt5c3b,936.0413135,-0.560727492,DOWN,FALSE,TRUE
Nt5e,203.9948901,-2.517361195,DOWN,FALSE,TRUE
Ntn4,1539.466893,-0.624322127,DOWN,FALSE,TRUE
Nusap1,6093.097725,-0.633875257,DOWN,FALSE,TRUE
Ost4,839.0758298,-0.569482428,DOWN,FALSE,TRUE
Pbdc1,1469.218899,-0.619097755,DOWN,FALSE,TRUE
Pcdh15,249.7186052,-2.417498224,DOWN,FALSE,TRUE
Pcolce2,60.03117439,-2.210124263,DOWN,FALSE,TRUE
Pdlim4,137.7145552,-1.552371588,DOWN,FALSE,TRUE
Pdp2,917.9406496,-1.028603545,DOWN,FALSE,TRUE
Pdzrn4,827.4786941,-0.559132271,DOWN,FALSE,TRUE
Pgm1,3536.610169,-1.023878805,DOWN,FALSE,TRUE
Pgm2,678.3084958,-0.85507646,DOWN,FALSE,TRUE
Piezo2,340.1924882,-0.517894224,DOWN,FALSE,TRUE
Ppic,2015.191038,-0.638736445,DOWN,FALSE,TRUE
Ppie,844.9749604,-0.665735804,DOWN,FALSE,TRUE
Psmc3,3430.071532,-0.549178304,DOWN,FALSE,TRUE
Psmd7,2288.272447,-0.565756565,DOWN,FALSE,TRUE
Pter,419.9911068,-0.844852493,DOWN,FALSE,TRUE
Qars,1630.571275,-0.533815004,DOWN,FALSE,TRUE
Qpct,531.4438882,-1.464734592,DOWN,FALSE,TRUE
Rab27a,96.79748703,-3.250554985,DOWN,FALSE,TRUE
Rad51ap1,729.7080171,-0.606351832,DOWN,FALSE,TRUE
Ramac,908.1507689,-0.542272057,DOWN,FALSE,TRUE
Ramp2,170.5715712,-0.504693378,DOWN,FALSE,TRUE
Rbbp9,1360.689711,-0.546929683,DOWN,FALSE,TRUE
Rbpms,140.456215,-0.592110101,DOWN,FALSE,TRUE
Rcn1,4587.315124,-0.580405024,DOWN,FALSE,TRUE
Rif1,6930.412659,-0.603428033,DOWN,FALSE,TRUE
Rlbp1,184.2334135,-2.892524642,DOWN,FALSE,TRUE
Rpl14,10590.19451,-0.906882771,DOWN,FALSE,TRUE
Rpl3,14142.35207,-1.180911174,DOWN,FALSE,TRUE
Rpl36a,1683.738329,-0.985947377,DOWN,FALSE,TRUE
Rps21,1370.818027,-1.078683922,DOWN,FALSE,TRUE
Rps27rt,113.9456241,-0.866458878,DOWN,FALSE,TRUE
Rrp15,578.0527312,-0.770476392,DOWN,FALSE,TRUE
Rtraf,3797.76321,-0.530412253,DOWN,FALSE,TRUE
Sat2,137.22935,-0.524817918,DOWN,FALSE,TRUE
Scarb1,1397.705403,-0.532362316,DOWN,FALSE,TRUE
Sccpdh,1364.668626,-0.678787084,DOWN,FALSE,TRUE
Selenoh,2284.733362,-1.191828563,DOWN,FALSE,TRUE
Sema3d,254.881144,-0.744335963,DOWN,FALSE,TRUE
Sft2d2,995.6185981,-0.532604622,DOWN,FALSE,TRUE
Slc25a20,479.0701856,-0.567632076,DOWN,FALSE,TRUE
Slc35f3,171.0277821,-0.586177682,DOWN,FALSE,TRUE
Smim26,278.1426819,-0.873691424,DOWN,FALSE,TRUE
Smtnl2,62.8144583,-1.075339251,DOWN,FALSE,TRUE
Snhg8,404.1568417,-0.939013447,DOWN,FALSE,TRUE
Snrpa1,692.3774537,-0.513472209,DOWN,FALSE,TRUE
Snrpb,2788.768139,-0.542503406,DOWN,FALSE,TRUE
Snrpb2,1633.697314,-0.911494828,DOWN,FALSE,TRUE
Snx25,1680.741472,-0.684799678,DOWN,FALSE,TRUE
Sostdc1,4285.009389,-1.229481296,DOWN,FALSE,TRUE
Spata13,847.8947117,-1.027207451,DOWN,FALSE,TRUE
Spidr,1135.838417,-0.57437303,DOWN,FALSE,TRUE
Spin4,438.7936169,-1.150810512,DOWN,FALSE,TRUE
Sptb,241.7353172,-0.846349417,DOWN,FALSE,TRUE
Sra1,980.2849915,-0.784966501,DOWN,FALSE,TRUE
Ssb,6263.659889,-0.589448703,DOWN,FALSE,TRUE
Stc2,328.9919074,-0.543854266,DOWN,FALSE,TRUE
Taf5,533.8458727,-0.59209915,DOWN,FALSE,TRUE
Tbc1d8b,989.7067947,-0.815167051,DOWN,FALSE,TRUE
Tbca,1681.387606,-1.071157317,DOWN,FALSE,TRUE
Tcim,429.3473611,-1.438920719,DOWN,FALSE,TRUE
Tgfb3,120.2919019,-0.922490984,DOWN,FALSE,TRUE
Thrsp,322.7292138,-0.783924198,DOWN,FALSE,TRUE
Tm7sf2,763.9567086,-0.854178417,DOWN,FALSE,TRUE
Tmed9,2423.701224,-0.588156583,DOWN,FALSE,TRUE
Tmem256,780.5054972,-1.180558281,DOWN,FALSE,TRUE
Tmem39a,726.7385338,-0.763134862,DOWN,FALSE,TRUE
Tmem50a,1674.952172,-0.537158107,DOWN,FALSE,TRUE
Tmsb10,748.850837,-0.62801371,DOWN,FALSE,TRUE
Tmx1,3689.772012,-0.816821291,DOWN,FALSE,TRUE
Tom1l1,892.5323545,-0.644796315,DOWN,FALSE,TRUE
Tomm22,1730.499386,-0.62633876,DOWN,FALSE,TRUE
Tpd52l1,51.93397955,-1.044467477,DOWN,FALSE,TRUE
Trmt13,223.2236969,-0.629976681,DOWN,FALSE,TRUE
Tsen15,699.6681111,-0.523048507,DOWN,FALSE,TRUE
Ttpa,1603.208558,-0.941759346,DOWN,FALSE,TRUE
Vcpkmt,380.4264775,-0.71527731,DOWN,FALSE,TRUE
Vgll3,134.9917814,-0.825528683,DOWN,FALSE,TRUE
Yes1,2762.978267,-0.529383884,DOWN,FALSE,TRUE
Zfp101,865.1998882,-0.600597913,DOWN,FALSE,TRUE
Zfp110,836.2520963,-0.62324374,DOWN,FALSE,TRUE
Zfp141,747.9266329,-0.710655226,DOWN,FALSE,TRUE
Zfp273,291.0150431,-0.679895504,DOWN,FALSE,TRUE
Zfp286,319.0820554,-1.072513885,DOWN,FALSE,TRUE
Zfp472,237.7197512,-0.832473745,DOWN,FALSE,TRUE
Zfp583,131.1340037,-0.649174793,DOWN,FALSE,TRUE
Zfp748,1255.073719,-0.675182173,DOWN,FALSE,TRUE
Zfp764,164.4212238,-0.557485039,DOWN,FALSE,TRUE
Zfp850,518.4550119,-0.589871879,DOWN,FALSE,TRUE
Zfp93,265.1985417,-0.552416964,DOWN,FALSE,TRUE
Zfp940,280.558298,-0.80101784,DOWN,FALSE,TRUE
Zfp952,409.534567,-0.580663268,DOWN,FALSE,TRUE
Aass,90.34405079,0.570119564,UP,FALSE,TRUE
Abcc12,755.8043227,0.92869761,UP,FALSE,TRUE
Adamts7,1377.237984,1.287624821,UP,FALSE,TRUE
Adcy8,77.40678144,0.784146953,UP,FALSE,TRUE
Adcyap1r1,3183.938885,1.908693421,UP,FALSE,TRUE
Adgrg6,1251.72095,0.513534513,UP,FALSE,TRUE
Adm,988.3421174,0.763115437,UP,FALSE,TRUE
Ajuba,412.953093,0.520352169,UP,FALSE,TRUE
Aldh1l1,308.6538636,1.543197448,UP,FALSE,TRUE
Ampd2,1695.100105,1.267114102,UP,FALSE,TRUE
Ankib1,7576.611624,0.7610735,UP,FALSE,TRUE
Arhgap20,2260.093838,0.960743272,UP,FALSE,TRUE
Arhgap6,563.9487057,2.728511053,UP,FALSE,TRUE
Arhgef18,688.1667385,0.574825654,UP,FALSE,TRUE
Astn1,11786.84815,0.845961891,UP,FALSE,TRUE
Auts2,1514.093144,0.723445187,UP,FALSE,TRUE
Bag3,1137.872458,0.70876536,UP,FALSE,TRUE
Bahcc1,1780.236851,0.825218447,UP,FALSE,TRUE
Cacna1b,214.7252045,1.475997878,UP,FALSE,TRUE
Carmil3,96.70122957,0.890165423,UP,FALSE,TRUE
Cast,109.8112992,1.420427211,UP,FALSE,TRUE
Ccdc122,77.47761202,0.75395616,UP,FALSE,TRUE
Ccdc157,494.9145832,0.749887582,UP,FALSE,TRUE
Cd180,60.89808337,0.996182605,UP,FALSE,TRUE
Cd93,3425.696487,0.503417222,UP,FALSE,TRUE
Cdh22,850.8505923,1.34023244,UP,FALSE,TRUE
Cdon,2459.15817,0.556523554,UP,FALSE,TRUE
Celsr3,94.0353929,1.889013492,UP,FALSE,TRUE
Cemip,381.9544754,2.111253769,UP,FALSE,TRUE
Cep170b,502.9525721,2.691083364,UP,FALSE,TRUE
Col18a1,174.50308,0.710864244,UP,FALSE,TRUE
Col27a1,77.935822,2.026594529,UP,FALSE,TRUE
Col28a1,3530.593314,0.619885602,UP,FALSE,TRUE
Col4a6,94.18551843,1.359792529,UP,FALSE,TRUE
Col5a1,278.6158935,2.333655454,UP,FALSE,TRUE
Cpm,88.69806261,0.978011595,UP,FALSE,TRUE
Cpxm1,383.814869,1.108116118,UP,FALSE,TRUE
Creb3l1,141.8746152,3.033732373,UP,FALSE,TRUE
Cryba1,86.03368587,0.94481784,UP,FALSE,TRUE
Ctsd,8213.219569,1.002727718,UP,FALSE,TRUE
Cul9,539.5897268,0.820597128,UP,FALSE,TRUE
Cyp4f14,214.0824319,4.731844712,UP,FALSE,TRUE
Cyp4f16,560.7702541,0.565365069,UP,FALSE,TRUE
Dcc,351.2334617,1.640805249,UP,FALSE,TRUE
Dctn1,2658.144982,0.987881296,UP,FALSE,TRUE
Dcxr,878.2809841,1.613071672,UP,FALSE,TRUE
Ddit4l,1723.110411,1.933270354,UP,FALSE,TRUE
Dgki,871.0081518,0.788724558,UP,FALSE,TRUE
Diaph2,1793.403728,0.91081822,UP,FALSE,TRUE
Disp2,161.7642992,2.174027446,UP,FALSE,TRUE
Dlgap3,456.6280325,1.095007638,UP,FALSE,TRUE
Dmd,9294.759081,0.856810279,UP,FALSE,TRUE
Dner,2067.688546,2.561190011,UP,FALSE,TRUE
Dnhd1,228.282717,0.588022052,UP,FALSE,TRUE
Dse,413.9798164,0.600054986,UP,FALSE,TRUE
Dtna,5681.300968,0.806001109,UP,FALSE,TRUE
Dusp14,66.28536994,0.98556605,UP,FALSE,TRUE
Dusp8,97.46655031,1.101983281,UP,FALSE,TRUE
Dyrk3,391.458001,0.672860515,UP,FALSE,TRUE
Edc4,1795.79893,0.56150251,UP,FALSE,TRUE
Elfn1,251.0672762,0.637891128,UP,FALSE,TRUE
Endod1,948.7641437,0.983987464,UP,FALSE,TRUE
Erbb2,394.1744263,1.259589452,UP,FALSE,TRUE
Erich3,907.3369869,0.713785326,UP,FALSE,TRUE
Exoc6b,1953.975686,0.53546537,UP,FALSE,TRUE
Fam120c,2888.531854,1.119563781,UP,FALSE,TRUE
Fam227a,73.06896741,1.135563756,UP,FALSE,TRUE
Fgl2,156.6832717,2.612236234,UP,FALSE,TRUE
Fhod3,143.4883494,1.236039258,UP,FALSE,TRUE
Fndc10,530.2264507,0.957454805,UP,FALSE,TRUE
Fndc5,58.28226871,1.723290569,UP,FALSE,TRUE
Fras1,199.6583085,2.591898643,UP,FALSE,TRUE
Furin,932.6347467,0.530402545,UP,FALSE,TRUE
Fzd8,598.2823977,1.481941687,UP,FALSE,TRUE
Gab2,2739.587002,0.935394908,UP,FALSE,TRUE
Gabrb3,1737.990338,1.232467915,UP,FALSE,TRUE
Gan,359.2856215,0.558952077,UP,FALSE,TRUE
Gbp6,250.2287682,5.78287817,UP,FALSE,TRUE
Gbx2,175.0855369,1.15646078,UP,FALSE,TRUE
Gfra2,819.4067017,1.751044266,UP,FALSE,TRUE
Gja1,4715.525705,0.876926628,UP,FALSE,TRUE
Gria4,11400.24959,1.032693126,UP,FALSE,TRUE
Grk3,2622.1988,0.614030248,UP,FALSE,TRUE
Gucy1a2,138.0314026,0.942130861,UP,FALSE,TRUE
Gulp1,72.81405059,0.932447639,UP,FALSE,TRUE
H2-T10,50.80136941,1.223090948,UP,FALSE,TRUE
Hectd4,2698.789415,1.169431618,UP,FALSE,TRUE
Hexa,3371.460267,0.544621198,UP,FALSE,TRUE
Hs3st3a1,197.1897802,0.871799779,UP,FALSE,TRUE
Hsdl2,2655.362576,0.502667182,UP,FALSE,TRUE
Hunk,1293.85526,1.613857336,UP,FALSE,TRUE
Ifit1bl2,59.92856486,6.085534849,UP,FALSE,TRUE
Ifitm2,807.3669707,0.550054107,UP,FALSE,TRUE
Igfbp2,17943.05747,0.698306152,UP,FALSE,TRUE
Igfbp3,37935.99151,1.089963754,UP,FALSE,TRUE
Igfbp4,15019.50961,1.269107128,UP,FALSE,TRUE
Igfbp5,4087.19193,1.612622644,UP,FALSE,TRUE
Igsf9b,3607.951491,3.336809909,UP,FALSE,TRUE
Il1r1,297.0352877,1.281006514,UP,FALSE,TRUE
Il6ra,57.30972014,2.423674456,UP,FALSE,TRUE
Inhbb,316.5503215,2.098336907,UP,FALSE,TRUE
Insm1,64.23844155,1.755202341,UP,FALSE,TRUE
Insyn2a,274.1124111,0.514342499,UP,FALSE,TRUE
Irf7,1352.039418,6.177353161,UP,FALSE,TRUE
Kank4,838.7586953,0.62267791,UP,FALSE,TRUE
Kcnd3os,254.1503721,0.556013271,UP,FALSE,TRUE
Kcng1,281.8217401,0.528475703,UP,FALSE,TRUE
Kcng3,115.0433931,0.645697482,UP,FALSE,TRUE
Kcnma1,2787.673907,3.477108185,UP,FALSE,TRUE
Kcnq5,549.4170843,0.709388204,UP,FALSE,TRUE
Kif19a,89.86980145,0.873632596,UP,FALSE,TRUE
Kirrel3,1670.523666,0.62793327,UP,FALSE,TRUE
Klc2,466.8939793,0.76665366,UP,FALSE,TRUE
Klrg2,76.51975226,0.864187558,UP,FALSE,TRUE
Kmt2d,5154.644321,1.300655879,UP,FALSE,TRUE
Kmt2e,4289.938893,0.724866453,UP,FALSE,TRUE
Lasp1,3364.754197,0.542939614,UP,FALSE,TRUE
Layn,506.1786445,1.143977547,UP,FALSE,TRUE
Lgals3bp,2962.446316,4.550680136,UP,FALSE,TRUE
Lhfpl2,234.0371048,0.889791377,UP,FALSE,TRUE
Lrp2,491.1514261,2.108967985,UP,FALSE,TRUE
Lrp4,4747.928089,0.746405437,UP,FALSE,TRUE
Lrrk2,536.1797298,0.506262622,UP,FALSE,TRUE
Lurap1,631.9203138,0.958908121,UP,FALSE,TRUE
Lypd1,267.0448839,0.786422838,UP,FALSE,TRUE
Mafb,145.8245945,0.856809355,UP,FALSE,TRUE
Mamdc2,2989.944243,1.063965363,UP,FALSE,TRUE
Mamld1,988.5768177,1.458216262,UP,FALSE,TRUE
Maneal,221.7575232,0.908893679,UP,FALSE,TRUE
Mapre3,392.4852936,1.234656423,UP,FALSE,TRUE
Mctp1,234.8692746,3.107929373,UP,FALSE,TRUE
Me3,211.0197132,1.737827549,UP,FALSE,TRUE
Micall1,519.2393784,1.040856965,UP,FALSE,TRUE
Mob3c,299.6264563,0.596520331,UP,FALSE,TRUE
Mpp2,225.887852,1.106673477,UP,FALSE,TRUE
Mtmr9,1021.846545,0.703765405,UP,FALSE,TRUE
Mx1,68.09337311,5.532804992,UP,FALSE,TRUE
Mxra8,841.7852966,1.272319786,UP,FALSE,TRUE
Myo19,696.130281,0.553518791,UP,FALSE,TRUE
Naaladl2,102.8307542,1.636322017,UP,FALSE,TRUE
Nanos1,1173.814316,1.045978488,UP,FALSE,TRUE
Natd1,1159.027964,0.925070713,UP,FALSE,TRUE
Nav3,5589.297016,0.690616041,UP,FALSE,TRUE
Ndp,511.353865,0.908853955,UP,FALSE,TRUE
Ndrg4,622.9215876,1.686213612,UP,FALSE,TRUE
Neu3,51.79022302,0.970112627,UP,FALSE,TRUE
Nfkbie,121.880758,0.728693773,UP,FALSE,TRUE
Nisch,12032.92457,0.830345647,UP,FALSE,TRUE
Npdc1,1063.355249,0.643501123,UP,FALSE,TRUE
Npl,762.979692,0.531588107,UP,FALSE,TRUE
Nrp1,932.2492717,0.916943125,UP,FALSE,TRUE
Ntng2,78.6996799,1.628953892,UP,FALSE,TRUE
Ntrk3,3470.237629,0.788514546,UP,FALSE,TRUE
Nuak2,347.4182153,1.928192844,UP,FALSE,TRUE
Ogfr,2200.60595,0.779804312,UP,FALSE,TRUE
Orai2,319.034297,1.100478091,UP,FALSE,TRUE
Osbpl5,988.5750363,2.317558012,UP,FALSE,TRUE
Parp9,1114.078771,2.726597775,UP,FALSE,TRUE
Pcdh19,2706.756482,1.43586652,UP,FALSE,TRUE
Pde1b,955.1402925,3.264965674,UP,FALSE,TRUE
Pde1c,4220.520434,0.562882573,UP,FALSE,TRUE
Pdgfa,1262.986959,1.029593833,UP,FALSE,TRUE
Pdlim7,241.0911931,1.096804086,UP,FALSE,TRUE
Peg13,554.8600612,0.727819597,UP,FALSE,TRUE
Phyhipl,914.5651492,1.013051746,UP,FALSE,TRUE
Pid1,1446.671481,0.851676498,UP,FALSE,TRUE
Pidd1,611.3726446,1.324315038,UP,FALSE,TRUE
Piezo1,1052.650243,1.775198872,UP,FALSE,TRUE
Pla2g7,540.7650168,0.977997333,UP,FALSE,TRUE
Plbd2,1139.162715,0.603029178,UP,FALSE,TRUE
Plxna2,7156.397519,2.004590252,UP,FALSE,TRUE
Pml,140.3332043,1.625043253,UP,FALSE,TRUE
Podn,108.1809546,3.458287963,UP,FALSE,TRUE
Ppp1r13b,73.97418076,0.914422917,UP,FALSE,TRUE
Ppp1r1a,237.5522047,2.66011852,UP,FALSE,TRUE
Prelp,177.5289591,1.604588112,UP,FALSE,TRUE
Prkg1,69.01303911,0.956236745,UP,FALSE,TRUE
Prr5,211.4424298,1.171020201,UP,FALSE,TRUE
Prrx1,758.6548952,1.841143781,UP,FALSE,TRUE
Ptprk,530.8590241,0.703924321,UP,FALSE,TRUE
Rab32,339.4851904,1.657676441,UP,FALSE,TRUE
Rapgef4,1402.807945,0.716500173,UP,FALSE,TRUE
Rassf4,108.1937444,0.513517143,UP,FALSE,TRUE
Reln,75.95261259,2.379514781,UP,FALSE,TRUE
Rhbdf1,2240.595094,1.524220602,UP,FALSE,TRUE
Rims2,508.9415621,1.013186016,UP,FALSE,TRUE
Robo2,3113.133891,0.760237238,UP,FALSE,TRUE
Robo3,56.29627193,2.934878365,UP,FALSE,TRUE
Ryr2,143.7848336,1.74383494,UP,FALSE,TRUE
Ryr3,364.5733326,1.565153833,UP,FALSE,TRUE
S100a10,2212.499024,0.560768889,UP,FALSE,TRUE
Samd9l,2829.274162,5.560495069,UP,FALSE,TRUE
Sbk1,1673.184433,1.108438417,UP,FALSE,TRUE
Scaf1,2510.595694,0.853319355,UP,FALSE,TRUE
Scg3,755.9454213,2.349372494,UP,FALSE,TRUE
Scn1b,450.1985051,1.187210688,UP,FALSE,TRUE
Sdc4,2372.167732,0.631842403,UP,FALSE,TRUE
Sec14l5,96.10050146,1.452952276,UP,FALSE,TRUE
Sema5a,1405.898359,1.122512894,UP,FALSE,TRUE
Serpinb5,206.1146359,1.627799225,UP,FALSE,TRUE
Sertm1,159.7238599,1.045277127,UP,FALSE,TRUE
Setbp1,593.925344,1.227211941,UP,FALSE,TRUE
Sh3rf3,551.5990631,0.786461015,UP,FALSE,TRUE
Sirpa,2470.032012,1.384167966,UP,FALSE,TRUE
Slc12a4,1632.556176,0.813128276,UP,FALSE,TRUE
Slc16a2,3155.746576,1.575462144,UP,FALSE,TRUE
Slc22a17,2218.765634,0.727843548,UP,FALSE,TRUE
Slc27a3,590.3548448,1.20860536,UP,FALSE,TRUE
Slc29a3,490.4390855,1.244178827,UP,FALSE,TRUE
Slc2a6,77.26188492,0.667826193,UP,FALSE,TRUE
Slc37a2,521.4607186,1.852774417,UP,FALSE,TRUE
Slc46a1,268.4750109,0.674009102,UP,FALSE,TRUE
Slc49a4,745.6054,0.522215015,UP,FALSE,TRUE
Slc4a3,469.8438087,1.127620705,UP,FALSE,TRUE
Slc4a4,11267.28651,1.435896104,UP,FALSE,TRUE
Slc8a2,64.88081548,0.754299735,UP,FALSE,TRUE
Slco3a1,1488.05639,1.389274644,UP,FALSE,TRUE
Smad9,71.73454658,0.743836059,UP,FALSE,TRUE
Snap91,390.0343258,0.598754959,UP,FALSE,TRUE
Srxn1,383.8367643,0.655227012,UP,FALSE,TRUE
